order,container,ship,workcode,state,year,voyage,block1,bay1,row1,tier1,block2,bay2,row2,tier2,truck_num,full_or_empty,container_size,crane,time_end
6355,KITE2600418,UXAF,VU,load,2023,10,7B,25,0,0,7B,25,9,2,312,F,45,252,2023-04-02 14:38:26
6356,UGUM7181137,UXAF,VU,load,2023,10,8B,11,0,0,8B,11,6,4,351,F,45,256,2023-04-02 14:38:06
6357,CEJW6768346,RRPF,VU,load,2023,17,7A,21,0,0,7A,21,2,4,328,F,43,251,2023-04-02 14:38:33
6358,UANR3049499,MZPH,TS,change,2023,12,8D,2,8,3,8D,2,2,3,999,F,22,258,2023-04-02 14:39:32
6359,EEIZ7594490,RRPF,VU,load,2023,17,7B,25,0,0,7B,25,9,3,347,F,45,252,2023-04-02 14:40:43
6360,VOKC1005068,WXWA,GD,unload,2023,10,7C,25,2,3,7C,25,0,0,999,F,45,253,2023-04-02 14:41:45
6361,OXNZ1850835,RRPF,VU,load,2023,17,8A,19,0,0,8A,19,7,4,330,F,45,255,2023-04-02 14:42:10
6362,UDDS3851442,UXAF,VU,load,2023,10,8B,11,0,0,8B,11,5,4,360,F,45,256,2023-04-02 14:39:20
6363,LIUL0992910,KMXV,TS,change,2023,18,7A,27,7,5,7A,27,9,5,999,F,45,251,2023-04-02 14:42:52
6364,BIWR7158965,TWYM,TS,change,2023,10,7D,16,6,3,7D,16,9,2,999,F,22,254,2023-04-02 14:42:09
6365,BCPT9723633,UKVE,GD,unload,2023,13,8D,2,8,2,8D,2,0,0,999,F,22,258,2023-04-02 14:42:30
6366,BHCV6082012,RZSG,TS,change,2023,24,8A,19,5,5,8A,19,7,5,999,F,45,255,2023-04-02 14:42:34
6367,JEJF7941910,UGAO,TS,change,2023,14,7B,19,8,2,7B,19,7,5,999,F,45,252,2023-04-02 14:51:45
6368,YEVY6195489,YOSU,TS,change,2023,12,7A,27,7,4,7A,29,1,2,999,F,45,251,2023-04-02 14:52:19
6369,NTEI6487582,MZPH,GD,unload,2023,12,7D,16,6,2,7D,16,0,0,999,F,22,254,2023-04-02 14:44:52
6370,KSLP6193643,UXAF,VU,load,2023,10,7C,19,0,0,7C,19,9,2,353,F,45,253,2023-04-02 14:44:53
6371,DNTW9858282,UXAF,TS,change,2023,10,8D,16,5,2,8D,16,7,3,999,F,22,258,2023-04-02 14:45:26
6372,UBDW1524099,JKPF,TS,change,2023,12,8B,5,8,4,8B,5,1,1,999,F,45,256,2023-04-02 14:45:13
6373,XIOV0930566,TPCT,GD,unload,2023,17,8A,19,5,4,8A,19,0,0,999,F,45,255,2023-04-02 14:46:28
6374,QZCW0721451,IYDE,TS,change,2023,7,7A,27,7,3,7A,27,1,5,999,F,45,251,2023-04-02 14:46:11
6375,OXER2206946,VXUR,GD,unload,2023,11,7B,19,8,1,7B,19,0,0,999,F,45,252,2023-04-02 14:47:39
6376,JBEO2575568,ESQU,TS,change,2023,16,7C,13,5,5,7C,13,4,5,999,F,45,253,2023-04-02 14:47:00
6377,OIVW0494839,APTB,TS,change,2023,13,8B,5,8,3,8B,5,1,2,999,F,45,256,2023-04-02 14:49:30
6378,RHMJ9283117,RZSG,GD,unload,2023,24,8D,16,5,1,8D,16,0,0,999,F,22,258,2023-04-02 14:49:58
6379,DTZX1494965,UXAF,TS,change,2023,10,7A,27,6,4,7A,27,7,3,999,F,45,251,2023-04-02 14:48:37
6380,PXBT2068065,SSFG,TS,change,2023,18,8A,25,4,5,8A,25,1,4,999,F,45,255,2023-04-02 14:48:55
6381,BRHV8623553,YOSU,TS,change,2023,12,7C,13,5,4,7C,13,8,4,999,F,45,253,2023-04-02 14:49:02
6382,DPDM3643786,YOSU,GD,unload,2023,12,7D,18,9,3,7D,18,0,0,999,F,22,254,2023-04-02 14:49:04
6383,NKUS9076407,APTB,TS,change,2023,13,8B,5,8,2,8B,5,4,4,999,F,45,256,2023-04-02 14:49:15
6384,YWGS9745525,IYDE,TS,change,2023,7,7A,27,6,3,7A,27,2,5,999,F,45,251,2023-04-02 14:47:51
6385,QSSH6299639,XQHP,TS,change,2023,14,7B,17,9,2,7B,17,2,5,999,F,45,252,2023-04-02 14:51:48
6386,HEMI5161101,MDHF,TS,change,2023,20,7A,27,5,5,7A,27,6,3,999,F,45,251,2023-04-02 14:56:14
6387,NGZK4389857,ODLQ,GD,unload,2023,24,8A,25,4,4,8A,25,0,0,999,F,45,255,2023-04-02 14:52:09
6388,KJNS7470365,MGBO,GD,unload,2023,9,7C,13,5,3,7C,13,0,0,999,F,45,253,2023-04-02 14:51:23
6389,NHCS9664136,YOSU,TS,change,2023,12,7A,27,5,4,7A,27,6,4,999,F,45,251,2023-04-02 14:52:21
6390,RKZS8613803,APTB,GD,unload,2023,13,8B,5,8,1,8B,5,0,0,999,F,45,256,2023-04-02 14:54:20
6391,KRCR4518846,UXAF,TS,change,2023,10,7B,17,8,4,7B,17,9,2,999,F,45,252,2023-04-02 14:53:21
6392,PUFW1454680,LWXJ,TS,change,2023,13,7A,27,5,3,7A,27,7,4,999,F,45,251,2023-04-02 14:54:08
6393,UXWK3698130,APTB,TS,change,2023,13,7B,17,8,3,7B,17,9,3,999,F,45,252,2023-04-02 14:54:27
6394,XHJB2597973,TPCT,TS,change,2023,17,7C,11,1,4,7C,11,3,5,999,F,45,253,2023-04-02 14:54:40
6395,BDOM3975446,IYDE,TS,change,2023,7,7A,27,5,2,7A,27,3,5,999,F,45,251,2023-04-02 14:55:33
6396,ZQYG7470469,ODLQ,GD,unload,2023,24,8A,25,4,3,8A,25,0,0,999,F,45,255,2023-04-02 14:56:28
6397,IBOR5947699,TDJI,TS,change,2023,11,7B,17,8,2,7B,17,9,4,999,F,45,252,2023-04-02 14:54:47
6398,SQMU5271527,YOSU,TS,change,2023,12,8B,23,5,5,8B,23,4,4,999,F,45,256,2023-04-02 14:56:46
6399,MGFR5751170,XRWU,TS,change,2023,17,7C,13,7,3,7C,13,8,5,999,F,45,253,2023-04-02 15:02:09
6400,GKOW9596307,RZSG,TS,change,2023,24,8A,27,6,5,8A,27,8,2,999,F,45,255,2023-04-02 14:59:48
6401,ZFQI4411770,YOSU,TS,change,2023,12,8B,23,5,4,8B,23,4,5,999,F,45,256,2023-04-02 14:55:38
6402,MGLJ7483960,YOSU,TS,change,2023,11,7B,17,8,1,7B,17,1,5,999,F,45,252,2023-04-02 14:56:30
6403,VMJD3955396,TWYM,TS,change,2023,10,7A,19,5,5,7A,19,3,1,999,F,45,251,2023-04-02 14:58:55
6404,VSLB0328214,JTRC,TS,change,2023,10,8A,27,6,4,8A,27,8,3,999,F,45,255,2023-04-02 14:59:33
6405,ZQJG4285635,GPGW,TS,change,2023,11,7C,15,2,5,7C,15,8,3,999,F,45,253,2023-04-02 15:00:04
6406,ZFLE0802433,YOSU,TS,change,2023,12,8B,23,5,3,8B,23,9,3,999,F,45,256,2023-04-02 15:02:19
6407,PEWL6689921,UXAF,TS,change,2023,10,7B,17,5,5,7B,17,8,1,999,F,45,252,2023-04-02 14:58:59
6408,XOPZ8269621,UXAF,TS,change,2023,10,7A,19,5,4,7A,19,3,2,999,F,43,251,2023-04-02 15:00:02
6409,FJQQ2742386,NULK,GD,unload,2023,10,8C,20,6,3,8C,20,0,0,999,F,22,257,2023-04-02 14:58:49
6410,HFXB3596098,TWYM,TS,change,2023,10,8A,27,6,3,8A,27,8,4,999,F,45,255,2023-04-02 15:00:44
6411,IXNW9270738,GPGW,TS,change,2023,11,7C,15,2,4,7C,15,4,5,999,F,45,253,2023-04-02 14:59:28
6412,FLCY8386298,UXAF,TS,change,2023,10,7B,17,5,4,7B,17,8,2,999,F,45,252,2023-04-02 15:01:49
6413,HWIW9643651,JTRC,TS,change,2023,10,7A,19,5,3,7A,19,3,3,999,F,45,251,2023-04-02 15:01:36
6414,KVVY3069281,TPCT,GD,unload,2023,17,8B,23,5,2,8B,23,0,0,999,F,45,256,2023-04-02 15:02:15
6415,JLFV6356879,IYDE,TS,change,2023,7,8A,27,6,2,8A,27,1,5,999,F,45,255,2023-04-02 15:06:16
6416,ROJQ5457122,YOSU,TS,change,2023,11,7C,15,2,3,7C,15,8,4,999,F,45,253,2023-04-02 15:02:57
6417,EKTC2939085,UXAF,TS,change,2023,10,7B,17,5,3,7B,17,8,3,999,F,45,252,2023-04-02 15:02:31
6418,HVSY3141353,VXUR,TS,change,2023,11,7A,19,5,2,7A,19,3,4,999,F,45,251,2023-04-02 15:03:19
6419,ZWTW6160564,RZSG,TS,change,2023,24,7D,12,5,4,7D,12,8,1,999,F,22,254,2023-04-02 15:04:19
6420,GQDS2012513,TDJI,GD,unload,2023,11,8D,30,9,3,8D,30,0,0,999,F,22,258,2023-04-02 15:03:44
6421,OXFW5100447,ODLQ,TS,change,2023,24,8B,25,3,4,8B,25,2,3,999,F,45,256,2023-04-02 15:04:25
6422,PBYE4221282,XQHP,TS,change,2023,16,8A,23,8,4,8A,23,7,4,999,F,45,255,2023-04-02 15:06:04
6423,KOVR6720846,IYDE,TS,change,2023,7,7B,9,4,5,7B,9,3,5,999,F,45,252,2023-04-02 15:05:19
6424,SSND8759944,XQHP,TS,change,2023,14,7C,17,4,5,7C,17,1,4,999,F,45,253,2023-04-02 15:05:30
6425,BROX4121686,UXAF,GD,unload,2023,10,7A,19,5,1,7A,19,0,0,999,F,45,251,2023-04-02 15:05:42
6426,CCEU4101044,SSFG,TS,change,2023,18,8B,25,3,3,8B,25,2,4,999,F,45,256,2023-04-02 15:06:32
6427,UUIW8611324,RMOD,TS,change,2023,9,8A,23,8,3,8A,23,7,5,999,F,45,255,2023-04-02 15:10:59
6428,WHJC7163228,MPFG,TS,change,2023,12,7B,9,4,4,7B,9,1,3,999,F,45,252,2023-04-02 15:09:20
6429,UGCA5354248,UXAF,TS,change,2023,10,7D,12,5,3,7D,12,8,2,999,F,22,254,2023-04-02 15:07:34
6430,TRJP6811530,YOSU,TS,change,2023,12,8B,25,3,2,8B,25,9,2,999,F,45,256,2023-04-02 15:07:48
6431,VLQG8049320,TDJI,GD,unload,2023,11,8D,33,3,1,8D,33,0,0,999,F,22,258,2023-04-02 15:08:26
6432,FLRK9733034,RZSG,TS,change,2023,22,8A,23,8,2,8A,23,2,5,999,F,45,255,2023-04-02 15:08:11
6433,ZEPW0508713,KMXV,TS,change,2023,18,7C,19,4,3,7C,19,9,3,999,F,45,253,2023-04-02 15:08:42
6434,DNHO6236171,YOSU,TS,change,2023,12,7B,9,4,3,7B,9,1,4,999,F,45,252,2023-04-02 15:09:32
6435,JUDB3702375,RZSG,GD,unload,2023,24,7D,12,5,2,7D,12,0,0,999,F,22,254,2023-04-02 15:11:02
6436,GGVU8514400,XQHP,TS,change,2023,16,7B,9,4,2,7B,9,2,5,999,F,45,252,2023-04-02 15:11:17
6437,JFKL5241618,AIYA,GD,unload,2023,13,8D,33,8,3,8D,33,0,0,999,F,22,258,2023-04-02 15:13:35
6438,JEUK2766650,IYDE,TS,change,2023,7,8A,23,8,1,8A,23,1,4,999,F,45,255,2023-04-02 15:08:20
6439,DYIH0834884,KMPN,TS,change,2023,22,7C,19,4,2,7C,19,9,4,999,F,45,253,2023-04-02 15:09:17
6440,PTRZ5822149,ODLQ,TS,change,2023,24,7B,9,5,5,7B,9,4,2,999,F,45,252,2023-04-02 15:12:56
6441,BOWJ1070802,YOSU,GD,unload,2023,12,8B,25,3,1,8B,25,0,0,999,F,45,256,2023-04-02 15:11:36
6442,COOD5582677,NULK,TS,change,2023,10,8A,21,3,4,8A,21,5,5,999,F,45,255,2023-04-02 15:10:59
6443,HMWH2935217,NULK,TS,change,2023,10,8D,28,7,2,8D,28,4,1,999,F,22,258,2023-04-02 15:13:26
6444,HMWH2935217,NULK,TS,change,2023,10,8D,28,4,1,8D,28,1,3,999,F,22,258,2023-04-02 15:12:43
6445,WXML6364426,AIYA,TS,change,2023,13,7B,9,7,5,7B,9,4,3,999,F,45,252,2023-04-02 15:11:53
6446,ZHZV3917712,AMXM,GD,unload,2023,10,7A,7,3,2,7A,7,0,0,999,F,45,251,2023-04-02 15:12:26
6447,JIQA0512521,KSMH,TS,change,2023,8,8A,21,3,3,8A,21,8,5,999,F,45,255,2023-04-02 15:13:44
6448,QNUZ1601864,RRPF,GD,unload,2023,16,7C,15,2,2,7C,15,0,0,999,F,45,253,2023-04-02 15:12:54
6449,UZJK2127189,RMOD,TS,change,2023,9,7B,9,7,4,7B,9,4,4,999,F,45,252,2023-04-02 15:15:29
6450,WDME0771324,LRBX,TS,change,2023,18,8C,10,8,3,8C,10,1,1,999,F,22,257,2023-04-02 15:15:35
6451,YNMU7712523,TDJI,GD,unload,2023,11,8D,28,7,1,8D,28,0,0,999,F,22,258,2023-04-02 15:16:09
6452,CDXP0816357,IYDE,TS,change,2023,7,8A,21,3,2,8A,21,1,5,999,F,45,255,2023-04-02 15:17:25
6453,CXFZ3173652,RZSG,TS,change,2023,24,8D,1,3,3,8D,1,1,1,999,F,22,254,2023-04-02 15:16:16
6454,MSGP4946822,KMPN,TS,change,2023,22,7B,9,7,3,7B,9,4,5,999,F,45,252,2023-04-02 15:15:13
6455,ZQVK8064422,LRBX,TS,change,2023,18,8C,10,8,2,8C,10,2,3,999,F,22,257,2023-04-02 15:17:13
6456,GNFO7935760,IYDE,TS,change,2023,7,8A,21,3,1,8A,21,9,5,999,F,45,255,2023-04-02 15:18:08
6457,ZKAQ0757249,UXAF,GD,unload,2023,10,7C,9,7,3,7C,9,0,0,999,F,45,253,2023-04-02 15:17:40
6458,QRTO5804726,AIYA,GD,unload,2023,13,8D,23,2,2,8D,23,0,0,999,F,22,258,2023-04-02 15:17:13
6459,TIKP3580689,TPCT,GD,unload,2023,17,8B,5,9,3,8B,5,0,0,999,F,45,256,2023-04-02 15:19:34
6460,SNWD7826022,SKBN,VU,load,2023,18,7A,9,0,0,7A,9,3,2,384,F,45,251,2023-04-02 15:19:21
6461,ZQVK2972833,WCSI,GD,unload,2023,9,8C,10,8,1,8C,10,0,0,999,F,22,257,2023-04-02 15:20:04
6462,KCIJ5454085,AIYA,TS,change,2023,11,8D,22,6,3,8D,22,2,1,999,F,22,258,2023-04-02 15:18:23
6463,YLHD8816069,RZSG,GD,unload,2023,24,8D,1,3,2,8D,1,0,0,999,F,22,254,2023-04-02 15:19:48
6464,KCIJ5454085,AIYA,TS,change,2023,11,8D,22,2,1,8D,22,9,1,999,F,22,258,2023-04-02 15:19:36
6465,OCJY9166809,YOSU,TS,change,2023,12,7B,29,1,4,7B,29,9,5,999,F,45,252,2023-04-02 15:21:37
6466,JZUO9520277,XQHP,TS,change,2023,16,8B,9,4,5,8B,9,3,1,999,F,45,256,2023-04-02 15:20:03
6467,MZNA9703156,TPCT,TS,change,2023,17,7B,29,1,3,7B,29,2,5,999,F,45,252,2023-04-02 15:22:06
6468,LYSZ4578467,YOSU,TS,change,2023,12,7C,29,8,3,7C,29,1,3,999,F,45,253,2023-04-02 15:21:12
6469,CZQK0478783,XQHP,GD,unload,2023,16,8D,22,6,2,8D,22,0,0,999,F,22,258,2023-04-02 15:21:05
6470,JBEH9822270,JKPF,TS,change,2023,12,8B,9,4,4,8B,9,3,2,999,F,45,256,2023-04-02 15:23:01
6471,WUIZ0776601,UXAF,TS,change,2023,10,8D,2,1,3,8D,2,8,2,999,F,22,254,2023-04-02 15:24:26
6472,TTRJ4437152,TPCT,TS,change,2023,17,7B,29,1,2,7B,29,5,3,999,F,45,252,2023-04-02 15:24:46
6473,YVAV3571764,SSFG,TS,change,2023,16,8B,9,4,3,8B,9,3,3,999,F,45,256,2023-04-02 15:24:46
6474,AUFC4509412,XQHP,GD,unload,2023,16,8D,20,9,3,8D,20,0,0,999,F,22,258,2023-04-02 15:27:01
6475,PFTO7244787,YOSU,TS,change,2023,12,7C,29,8,2,7C,29,7,4,999,F,45,253,2023-04-02 15:26:05
6476,GNFO7935760,IYDE,TS,change,2023,7,8A,21,9,5,8A,21,3,1,999,F,45,255,2023-04-02 15:25:55
6477,VWBR3055724,BWIK,GD,unload,2023,14,8B,9,4,2,8B,9,0,0,999,F,45,256,2023-04-02 15:25:33
6478,PAYV5722714,TPCT,GD,unload,2023,17,7B,29,1,1,7B,29,0,0,999,F,45,252,2023-04-02 15:28:07
6479,GUUR3536903,RZSG,GD,unload,2023,24,8D,19,5,3,8D,19,0,0,999,F,22,258,2023-04-02 15:26:42
6480,QPYR7165304,RZSG,GD,unload,2023,24,8D,2,1,2,8D,2,0,0,999,F,22,254,2023-04-02 15:29:20
6481,RSCE8981495,RMOD,GD,unload,2023,9,7C,29,8,1,7C,29,0,0,999,F,45,253,2023-04-02 15:27:00
6482,NURS8452334,TWYM,TS,change,2023,10,8D,16,6,3,8D,16,8,2,999,F,22,258,2023-04-02 15:29:39
6483,GIPV2890774,NULK,TS,change,2023,10,8B,17,8,5,8B,17,7,5,999,F,45,256,2023-04-02 15:30:06
6484,NURS8452334,TWYM,TS,change,2023,10,8D,16,8,2,8D,16,5,1,999,F,22,258,2023-04-02 15:30:17
6485,ZCYQ9132716,ZKIE,GD,unload,2023,16,8A,21,9,4,8A,21,0,0,999,F,45,255,2023-04-02 15:29:39
6486,TFPO3916569,MZPH,TS,change,2023,12,8D,2,7,3,8D,2,1,2,999,F,22,254,2023-04-02 15:29:37
6487,KZRT6060202,RZSG,TS,change,2023,24,7C,29,3,3,7C,29,2,4,999,F,45,253,2023-04-02 15:30:04
6488,LKOX6293771,YOSU,GD,unload,2023,12,7B,27,6,5,7B,27,0,0,999,F,45,252,2023-04-02 15:32:03
6489,NGRD2009945,AIYA,GD,unload,2023,13,8D,16,6,2,8D,16,0,0,999,F,22,258,2023-04-02 15:32:07
6490,BHCV6082012,RZSG,TS,change,2023,24,8A,19,7,5,8A,19,1,5,999,F,45,255,2023-04-02 15:32:05
6491,AMKK6334655,YOSU,GD,unload,2023,12,8B,17,8,4,8B,17,0,0,999,F,45,256,2023-04-02 15:32:09
6492,MOAL0085306,UXAF,TS,change,2023,10,7B,23,2,4,7B,23,4,3,999,F,45,252,2023-04-02 15:33:19
6493,AFWD4295890,MZPH,GD,unload,2023,12,8D,2,7,2,8D,2,0,0,999,F,22,254,2023-04-02 15:34:58
6494,CIKP5530981,YOSU,GD,unload,2023,12,7C,29,3,2,7C,29,0,0,999,F,45,253,2023-04-02 15:34:49
6495,ZRSS3545048,AIYA,GD,unload,2023,13,8D,17,9,2,8D,17,0,0,999,F,22,258,2023-04-02 15:35:12
6496,GBGZ6448896,MDHF,TS,change,2023,20,7B,23,2,3,7B,23,4,4,999,F,45,252,2023-04-02 15:36:29
6497,SFZH7081044,TPCT,GD,unload,2023,17,8A,19,5,3,8A,19,0,0,999,F,45,255,2023-04-02 15:34:48
6498,QZCW0721451,IYDE,TS,change,2023,7,7A,27,1,5,7A,27,7,5,999,F,45,251,2023-04-02 15:34:00
6499,BXDI5054301,MZPH,GD,unload,2023,12,8D,2,7,1,8D,2,0,0,999,F,22,254,2023-04-02 15:34:26
6500,AWMI5928433,SSFG,GD,unload,2023,18,8B,27,4,4,8B,27,0,0,999,F,45,256,2023-04-02 15:34:47
6501,XUQM4734418,AIYA,GD,unload,2023,13,8D,23,2,1,8D,23,0,0,999,F,22,258,2023-04-02 15:39:17
6502,RUDH7221197,YOSU,GD,unload,2023,12,7A,27,8,5,7A,27,0,0,999,F,45,251,2023-04-02 15:37:08
6503,OXNZ1850835,RRPF,TS,change,2023,17,8A,19,7,4,8A,19,2,5,999,F,45,255,2023-04-02 15:37:51
6504,OFQK4872007,YOSU,GD,unload,2023,12,8C,13,9,3,8C,13,0,0,999,F,22,257,2023-04-02 15:37:27
6505,JBEO2575568,ESQU,TS,change,2023,16,7C,13,4,5,7C,13,5,3,999,F,45,253,2023-04-02 15:37:45
6506,JRHF0845823,MZPH,TS,change,2023,12,8D,2,9,3,8D,2,7,1,999,F,22,254,2023-04-02 15:38:58
6507,FNBX3504661,PNFY,GD,unload,2023,15,7B,23,2,2,7B,23,0,0,999,F,45,252,2023-04-02 15:40:15
6508,ZIDM8821745,YOSU,TS,change,2023,12,7A,27,1,4,7A,27,5,2,999,F,45,251,2023-04-02 15:39:16
6509,OMHG7268377,MPFG,TS,change,2023,12,7C,13,4,4,7C,13,7,3,999,F,45,253,2023-04-02 15:39:26
6510,UPKS6480360,YOSU,TS,change,2023,12,8D,29,8,3,8D,29,3,3,999,F,22,258,2023-04-02 15:40:36
6511,KLCZ7264153,SSFG,TS,change,2023,18,8A,19,8,4,8A,19,5,3,999,F,45,255,2023-04-02 15:39:48
6512,APBH5373344,MZPH,TS,change,2023,13,8D,2,9,2,8D,2,7,2,999,F,22,254,2023-04-02 15:38:58
6513,GHBD4747574,YOSU,TS,change,2023,12,8D,29,8,2,8D,29,6,3,999,F,22,258,2023-04-02 15:40:55
6514,XPEE5742152,TDZS,TS,change,2023,9,7C,13,4,3,7C,13,5,4,999,F,45,253,2023-04-02 15:40:57
6515,CKIN7633023,SSFG,GD,unload,2023,18,8C,10,9,3,8C,10,0,0,999,F,22,257,2023-04-02 15:41:05
6516,BZBT1547017,YOSU,GD,unload,2023,12,8D,29,8,1,8D,29,0,0,999,F,22,258,2023-04-02 15:41:46
6517,BXHU1613742,NJLM,GD,unload,2023,34,8B,3,5,3,8B,3,0,0,999,F,45,256,2023-04-02 15:42:10
6518,QZTB8110004,PNFY,GD,unload,2023,14,8D,2,9,1,8D,2,0,0,999,F,22,254,2023-04-02 15:42:38
6519,YREP7001210,JKPF,GD,unload,2023,11,8A,19,8,3,8A,19,0,0,999,F,45,255,2023-04-02 15:42:34
6520,BPBB4239875,CQFG,TS,change,2023,26,7C,13,4,2,7C,13,7,4,999,F,45,253,2023-04-02 15:42:57
6521,DBRI9725056,YOSU,GD,unload,2023,12,7B,29,6,5,7B,29,0,0,999,F,45,252,2023-04-02 15:43:33
6522,GYOD9020990,UXAF,TS,change,2023,10,7A,15,4,5,7A,17,1,5,999,F,45,251,2023-04-02 15:44:21
6523,XZLV8895814,YOSU,TS,change,2023,12,8C,22,5,2,8C,22,7,1,999,F,22,257,2023-04-02 15:44:08
6524,KZBI3802986,YOSU,TS,change,2023,12,8D,31,3,3,8D,31,6,3,999,F,22,258,2023-04-02 15:45:40
6525,WIEY8270406,ESQU,TS,change,2023,16,8A,19,9,4,8A,19,8,3,999,F,45,255,2023-04-02 15:47:48
6526,OLKE9312278,BWIK,GD,unload,2023,14,7C,13,4,1,7C,13,0,0,999,F,45,253,2023-04-02 15:53:10
6527,GHPH5255937,RMOD,TS,change,2023,9,8B,13,9,1,8B,13,1,5,999,F,45,256,2023-04-02 15:46:32
6528,KPQS2237349,SSFG,TS,change,2023,18,8D,1,5,3,8D,1,3,2,999,F,22,254,2023-04-02 15:47:30
6529,EWQJ4161443,IYDE,TS,change,2023,7,7A,13,2,5,7A,13,6,3,999,F,45,251,2023-04-02 15:45:39
6530,RAHE4031937,KMXV,TS,change,2023,18,7B,21,1,4,7B,21,6,4,999,F,45,252,2023-04-02 15:46:27
6531,IWNX6606137,SSFG,TS,change,2023,18,8D,1,5,2,8D,1,1,2,999,F,22,254,2023-04-02 15:46:54
6532,OZXV3223048,LRBX,TS,change,2023,18,8B,13,6,5,8B,13,9,1,999,F,45,256,2023-04-02 15:48:31
6533,MEPP7414531,YOSU,GD,unload,2023,12,8C,22,5,1,8C,22,0,0,999,F,22,257,2023-04-02 15:47:10
6534,VJTG1601523,YOSU,GD,unload,2023,12,8D,31,3,2,8D,31,0,0,999,F,22,258,2023-04-02 15:50:00
6535,WNWL8571650,YOSU,TS,change,2023,12,7B,21,1,3,7B,21,2,5,999,F,45,252,2023-04-02 15:46:59
6536,LKPU1554321,TWYM,TS,change,2023,10,8A,9,4,5,8A,9,7,3,999,F,45,255,2023-04-02 15:48:43
6537,AJAJ3796735,SKBN,GD,unload,2023,17,7C,15,1,5,7C,15,0,0,999,F,45,253,2023-04-02 15:49:27
6538,TPOA4221940,RMOD,TS,change,2023,9,8B,13,6,4,8B,13,9,2,999,F,45,256,2023-04-02 15:51:17
6539,IOYX3963861,SSFG,GD,unload,2023,18,8D,1,5,1,8D,1,0,0,999,F,22,254,2023-04-02 15:49:10
6540,CMHF6866074,TWYM,TS,change,2023,10,8A,9,4,4,8A,9,7,4,999,F,45,255,2023-04-02 15:51:29
6541,OCLH7369053,UXAF,GD,unload,2023,10,7A,13,2,4,7A,13,0,0,999,F,45,251,2023-04-02 15:49:12
6542,UESO0040791,UZBS,GD,unload,2023,10,7B,21,1,2,7B,21,0,0,999,F,45,252,2023-04-02 15:51:54
6543,XUVF5574380,TDJI,TS,change,2023,11,7A,15,4,4,7A,15,3,1,999,F,45,251,2023-04-02 15:52:11
6544,CSRD9937527,UGAO,GD,unload,2023,14,8B,13,6,3,8B,13,0,0,999,F,45,256,2023-04-02 15:52:05
6545,ENAZ8856774,TWYM,GD,unload,2023,10,8D,16,3,3,8D,16,0,0,999,F,22,258,2023-04-02 15:52:33
6546,SAXR2348672,SKBN,GD,unload,2023,17,8A,9,4,3,8A,9,0,0,999,F,45,255,2023-04-02 15:53:08
6547,LSOQ7689248,YOSU,GD,unload,2023,12,7C,17,4,4,7C,17,0,0,999,F,45,253,2023-04-02 15:54:05
6548,GCSM1327427,RMOD,TS,change,2023,9,7A,15,4,3,7A,15,3,2,999,F,45,251,2023-04-02 15:54:28
6549,TTRJ4437152,TPCT,TS,change,2023,17,7B,29,5,3,7B,29,1,1,999,F,45,252,2023-04-02 15:54:27
6550,KDYW4700834,YOSU,TS,change,2023,12,8A,9,6,5,8A,9,1,4,999,F,45,255,2023-04-02 15:55:47
6551,AYHN2220685,SKBN,TS,change,2023,15,7A,15,4,2,7A,15,3,3,999,F,45,251,2023-04-02 15:55:25
6552,ZZQW2188110,MDHF,TS,change,2023,20,8B,13,5,5,8B,13,9,3,999,F,45,256,2023-04-02 15:57:08
6553,AZKP5638092,UXAF,VL,unload,2023,10,7D,28,7,2,7D,28,0,0,353,F,22,254,2023-04-02 15:56:40
6554,PPGM3382997,JIAP,TS,change,2023,18,7B,29,5,2,7B,29,1,2,999,F,45,252,2023-04-02 15:57:14
6555,JNLG3354146,AIYA,GD,unload,2023,11,8D,6,2,2,8D,6,0,0,999,F,22,258,2023-04-02 15:56:30
6556,QISF2698279,JTRC,TS,change,2023,10,8A,9,6,4,8A,9,2,5,999,F,45,255,2023-04-02 15:58:05
6557,VFOW0593252,UGAO,TS,change,2023,14,7C,31,6,3,7C,31,3,4,999,F,45,253,2023-04-02 15:57:00
6558,TTJQ0697645,JTRC,GD,unload,2023,10,8D,5,4,2,8D,5,0,0,999,F,22,258,2023-04-02 15:58:14
6559,PZXM0585543,YOSU,GD,unload,2023,11,7A,15,4,1,7A,15,0,0,999,F,45,251,2023-04-02 15:56:40
6560,PLOT0359589,UGAO,GD,unload,2023,14,8B,13,5,4,8B,13,0,0,999,F,45,256,2023-04-02 15:59:28
6561,XCFX3242446,UGAO,GD,unload,2023,14,8A,9,6,3,8A,9,0,0,999,F,45,255,2023-04-02 16:00:37
6562,PJTT8540981,AMXM,GD,unload,2023,10,7B,29,5,1,7B,29,0,0,999,F,45,252,2023-04-02 15:58:24
6563,WJDB8073418,GNOR,GD,unload,2023,11,7D,31,4,1,7D,31,0,0,999,F,22,254,2023-04-02 16:00:29
6564,QBAL7108842,UGAO,GD,unload,2023,14,7C,31,6,2,7C,31,0,0,999,F,45,253,2023-04-02 16:00:21
6565,JUVK2831331,LRBX,TS,change,2023,18,8C,7,8,3,8C,7,7,2,999,F,22,257,2023-04-02 16:01:52
6566,DXUS0614260,QSAT,TS,change,2023,24,7D,38,9,3,7D,38,6,1,999,F,22,258,2023-04-02 16:01:36
