container,ship,workcode,state,year,voyage,block1,bay1,row1,tier1,block2,bay2,row2,tier2,truck_num,full_or_empty,container_size,crane,time_end
RYUY5186310,RZSG,VU,load,2023,29,7B,19,0,0,7B,,,,310,F,45,252,2023-04-06 12:10:41
NKEW1515420,UXAF,TS,change,2023,15,7D,17,3,4,7D,,,,999,F,22,254,2023-04-06 12:08:53
AVIQ2970384,ZKIE,TS,change,2023,21,8A,27,8,3,8A,,,,999,F,45,255,2023-04-06 12:10:59
MPFJ2820720,UXAF,VU,load,2023,15,7C,11,0,0,7C,,,,303,F,45,253,2023-04-06 12:11:32
TNOB7836772,ODLQ,GD,unload,2023,29,7A,31,8,4,7A,,,,999,F,45,251,2023-04-06 12:11:12
CADK8948981,YOSU,GD,unload,2023,17,8D,24,7,2,8D,,,,999,F,22,258,2023-04-06 12:12:41
RDKH4955190,UXAF,TS,change,2023,15,7D,17,3,3,7D,,,,999,F,22,254,2023-04-06 12:11:20
YPDP3992960,UXAF,VU,load,2023,15,7B,19,0,0,7B,,,,376,F,45,252,2023-04-06 12:12:01
YBQM2657068,UXAF,TS,change,2023,15,7D,18,3,2,7D,,,,999,F,22,254,2023-04-06 12:14:04
TBNI1371957,UXAF,TS,change,2023,15,7D,17,3,2,7D,,,,999,F,22,254,2023-04-06 12:12:50
YBQM2657068,UXAF,TS,change,2023,15,7D,18,1,5,7D,,,,999,F,22,254,2023-04-06 12:11:50
UPGH1200576,UXAF,VU,load,2023,15,7C,9,0,0,7C,,,,388,F,45,253,2023-04-06 12:16:51
BOYW3031887,TWYM,GD,unload,2023,15,8A,27,8,2,8A,,,,999,F,45,255,2023-04-06 12:14:27
CVUT2871559,SDIH,VL,unload,2023,27,8B,3,1,4,8B,,,,322,F,45,256,2023-04-06 12:13:32
SMTZ3371089,RZSG,VU,load,2023,29,7A,31,0,0,7A,,,,327,F,45,251,2023-04-06 12:13:26
YBQM2657068,UXAF,TS,change,2023,15,7D,17,3,2,7D,,,,999,F,22,254,2023-04-06 12:16:48
ROWZ7303440,MPFG,GD,unload,2023,17,8C,14,2,2,8C,,,,999,F,22,257,2023-04-06 12:15:41
EIPB8201786,RZSG,VU,load,2023,29,7B,19,0,0,7B,,,,349,F,45,252,2023-04-06 12:15:05
ZJKB0888447,UXAF,VU,load,2023,15,8A,25,0,0,8A,,,,396,F,45,255,2023-04-06 12:15:32
DRGE7810093,UXAF,TS,change,2023,15,8D,1,6,3,8D,,,,999,F,22,258,2023-04-06 12:17:01
NHSG6681005,RZSG,VU,load,2023,29,7C,7,0,0,7C,,,,304,F,45,253,2023-04-06 12:17:02
CBNX4283163,RZSG,VU,load,2023,29,7A,31,0,0,7A,,,,339,F,45,251,2023-04-06 12:17:16
TJXS0371830,UXAF,GD,unload,2023,15,7D,17,3,1,7D,,,,999,F,22,254,2023-04-06 12:18:34
NWNY6165095,SLVN,TS,change,2023,23,8B,15,6,3,8B,,,,999,F,45,256,2023-04-06 12:17:07
XHRA3774331,UXAF,TS,change,2023,15,8D,1,6,2,8D,,,,999,F,22,258,2023-04-06 12:18:04
PFRS4229565,RZSG,VU,load,2023,29,7B,19,0,0,7B,,,,331,F,45,252,2023-04-06 12:22:32
GQCR9183324,ESQU,TS,change,2023,21,8B,15,6,2,8B,,,,999,F,45,256,2023-04-06 12:19:59
MXPN7398260,MPFG,GD,unload,2023,17,8C,18,8,3,8C,,,,999,F,22,257,2023-04-06 12:19:22
FNMC8081450,HXSD,TS,change,2023,15,7A,23,2,5,7A,,,,999,F,45,251,2023-04-06 12:20:54
JHHG5665288,YOSU,GD,unload,2023,17,7D,18,7,3,7D,,,,999,F,22,254,2023-04-06 12:21:22
FPVV4681808,RZSG,VU,load,2023,29,7C,7,0,0,7C,,,,310,F,45,253,2023-04-06 12:21:48
PKKC2459376,UXAF,GD,unload,2023,15,8D,1,6,1,8D,,,,999,F,22,258,2023-04-06 12:21:37
OHJE3545775,SSFG,GD,unload,2023,23,8B,15,6,1,8B,,,,999,F,45,256,2023-04-06 12:22:50
ISLY5182687,YOSU,GD,unload,2023,16,7A,23,2,4,7A,,,,999,F,45,251,2023-04-06 12:24:57
OKXX5377577,UXAF,GD,unload,2023,15,8D,1,4,3,8D,,,,999,F,22,258,2023-04-06 12:23:49
GWUO3733977,RZSG,VU,load,2023,29,7B,19,0,0,7B,,,,317,F,45,252,2023-04-06 12:24:34
XVEJ4981556,TWYM,TS,change,2023,15,8C,22,8,3,8C,,,,999,F,22,257,2023-04-06 12:24:51
NKEW1515420,UXAF,GD,unload,2023,15,7D,17,8,2,7D,,,,999,F,22,254,2023-04-06 12:25:41
LWYR6417661,UXAF,TS,change,2023,15,8D,1,1,3,8D,,,,999,F,22,258,2023-04-06 12:24:16
YNIR6357319,RZSG,VU,load,2023,29,8B,15,0,0,8B,,,,327,F,45,256,2023-04-06 12:25:39
NGBF7867734,PNFY,TS,change,2023,20,8C,22,8,2,8C,,,,999,F,22,257,2023-04-06 12:25:45
OZKY2377888,RZSG,VU,load,2023,29,7C,7,0,0,7C,,,,304,F,45,253,2023-04-06 12:28:34
UUTL0022743,RZSG,TS,change,2023,29,8D,1,1,2,8D,,,,999,F,22,258,2023-04-06 12:28:22
RCFO6858629,JKPF,TS,change,2023,17,8A,11,3,3,8A,,,,999,F,45,255,2023-04-06 12:30:04
LVID1494393,RZSG,VU,load,2023,29,7A,21,0,0,7A,,,,339,F,45,251,2023-04-06 12:29:18
ZYDD6213587,UXAF,GD,unload,2023,15,7D,11,4,2,7D,,,,999,F,22,254,2023-04-06 12:29:06
EMGS4479708,RZSG,TS,change,2023,27,8B,9,3,5,8B,,,,999,F,45,256,2023-04-06 12:29:27
AIYR5137713,SSFG,GD,unload,2023,23,8D,1,1,1,8D,,,,999,F,22,258,2023-04-06 12:30:50
KIPA0080613,YZCI,TS,change,2023,18,7A,21,4,5,7A,,,,999,F,45,251,2023-04-06 12:30:36
VUCN3375407,JXQD,GD,unload,2023,12,8C,22,8,1,8C,,,,999,F,22,257,2023-04-06 12:29:27
TNLW5691412,JKPF,TS,change,2023,17,8B,9,3,4,8B,,,,999,F,45,256,2023-04-06 12:30:49
ZPBD5989331,VXUR,TS,change,2023,16,7A,21,4,4,7A,,,,999,F,45,251,2023-04-06 12:31:50
SSWW6821573,ODLQ,TS,change,2023,28,8D,3,4,2,8D,,,,999,F,22,258,2023-04-06 12:32:47
OBBR5752851,YOSU,TS,change,2023,17,8B,9,3,3,8B,,,,999,F,45,256,2023-04-06 12:31:31
TAFH4906811,ODLQ,GD,unload,2023,29,8A,19,7,4,8A,,,,999,F,45,255,2023-04-06 12:33:13
BIAQ5396906,KSMH,TS,change,2023,13,7A,15,9,5,7A,,,,999,F,45,251,2023-04-06 12:33:00
KELM9580955,YOSU,GD,unload,2023,17,8C,22,3,2,8C,,,,999,F,22,257,2023-04-06 12:34:47
QQJH1806690,YOSU,TS,change,2023,17,8B,9,3,2,8B,,,,999,F,45,256,2023-04-06 12:36:12
TQLF9298213,ODLQ,GD,unload,2023,28,8D,3,4,1,8D,,,,999,F,22,258,2023-04-06 12:34:46
DQZO6874519,RZSG,VU,load,2023,29,7C,7,0,0,7C,,,,317,F,45,253,2023-04-06 12:36:39
HTWK5039259,RZSG,VU,load,2023,29,7B,19,0,0,7B,,,,310,F,45,252,2023-04-06 12:33:11
OSJA2656852,JTRC,TS,change,2023,15,7A,15,3,5,7A,,,,999,F,45,251,2023-04-06 12:37:06
LNNH6517819,IYDE,TS,change,2023,12,8A,11,3,2,8A,,,,999,F,45,255,2023-04-06 12:37:17
ABJD7712094,RZSG,VU,load,2023,29,8B,7,0,0,8B,,,,339,F,45,256,2023-04-06 12:37:30
WEQQ2271789,JTRC,TS,change,2023,15,7A,15,3,4,7A,,,,999,F,45,251,2023-04-06 12:37:13
RQXK8605816,UXAF,TS,change,2023,15,8D,18,6,3,8D,,,,999,F,22,258,2023-04-06 12:35:39
VTVI2428020,QSAT,VL,unload,2023,30,7C,13,4,5,7C,,,,323,F,45,253,2023-04-06 12:37:41
WRPK0727907,RZSG,VU,load,2023,29,7B,17,0,0,7B,,,,304,F,45,252,2023-04-06 12:39:00
GAAG6689264,TWYM,TS,change,2023,15,8A,9,7,5,8A,,,,999,F,45,255,2023-04-06 12:39:52
YCTI8341238,UXAF,TS,change,2023,15,8D,18,6,2,8D,,,,999,F,22,258,2023-04-06 12:37:35
UVYP4186073,UXAF,VU,load,2023,15,8B,7,0,0,8B,,,,393,F,45,256,2023-04-06 12:41:54
MLXG8397922,UXAF,VU,load,2023,15,7A,13,0,0,7A,,,,353,F,45,251,2023-04-06 12:40:14
FRGY4549191,YOSU,GD,unload,2023,17,8C,15,8,2,8C,,,,999,F,22,257,2023-04-06 12:39:23
DUZC6611106,TWYM,TS,change,2023,15,8A,9,7,4,8A,,,,999,F,45,255,2023-04-06 12:41:34
ZNKE4226399,UXAF,VU,load,2023,15,7B,17,0,0,7B,,,,398,F,45,252,2023-04-06 12:42:34
IWSU6719898,SLVN,TS,change,2023,23,7A,13,6,5,7A,,,,999,F,45,251,2023-04-06 12:42:11
KPQO1546632,QSAT,VL,unload,2023,30,7C,21,3,4,7C,,,,378,F,45,253,2023-04-06 12:42:22
LNPB6525828,UXAF,GD,unload,2023,15,8D,18,6,1,8D,,,,999,F,22,258,2023-04-06 12:42:48
JHCT1547930,NULK,GD,unload,2023,15,8A,9,7,3,8A,,,,999,F,45,255,2023-04-06 12:42:11
BRAA5935811,IYDE,TS,change,2023,12,7A,13,6,4,7A,,,,999,F,45,251,2023-04-06 12:43:21
QCMT6740825,AIYA,GD,unload,2023,18,8D,19,2,1,8D,,,,999,F,22,258,2023-04-06 12:49:52
DBXC4170580,UXAF,VU,load,2023,15,8B,7,0,0,8B,,,,379,F,45,256,2023-04-06 12:45:10
VSWF9868058,RZSG,VU,load,2023,29,7B,17,0,0,7B,,,,349,F,45,252,2023-04-06 12:45:03
VXVI6809128,UXAF,VU,load,2023,15,7C,21,0,0,7C,,,,394,F,45,253,2023-04-06 12:45:26
XEQA2678971,AMXM,TS,change,2023,15,8C,2,7,2,8C,,,,999,F,22,257,2023-04-06 12:44:32
NMUK0158786,UXAF,VU,load,2023,15,7D,15,0,0,7D,,,,393,F,22,254,2023-04-06 12:44:54
TXGH0274982,UXAF,VU,load,2023,15,7D,16,0,0,7D,,,,393,F,22,254,2023-04-06 12:47:03
BDPG0275350,RZSG,VU,load,2023,29,7A,11,0,0,7A,,,,331,F,45,251,2023-04-06 12:46:18
ADYV7117678,ESQU,TS,change,2023,21,8A,17,8,4,8A,,,,999,F,45,255,2023-04-06 12:46:46
ZXDE3217622,UXAF,VU,load,2023,15,8B,7,0,0,8B,,,,353,F,45,256,2023-04-06 12:48:51
DEZN3337342,UXAF,TS,change,2023,15,8D,15,2,3,8D,,,,999,F,22,258,2023-04-06 12:48:30
NOUQ1082224,IYDE,TS,change,2023,12,7A,11,6,3,7A,,,,999,F,45,251,2023-04-06 12:48:54
YSVY6006908,RRPF,VU,load,2023,22,7B,17,0,0,7B,,,,357,F,45,252,2023-04-06 12:49:05
WJZC0505512,HXSD,GD,unload,2023,15,8C,2,7,1,8C,,,,999,F,22,257,2023-04-06 12:46:41
MZGM2119829,UXAF,VU,load,2023,15,7D,16,0,0,7D,,,,396,F,22,254,2023-04-06 12:49:24
MZGM2119829,UXAF,TS,change,2023,15,7D,16,7,2,7D,,,,999,F,22,254,2023-04-06 12:50:06
JKNC7912447,UXAF,VU,load,2023,15,7D,16,0,0,7D,,,,396,F,22,254,2023-04-06 12:49:56
ICML9938167,UXAF,TS,change,2023,15,8D,15,2,2,8D,,,,999,F,22,258,2023-04-06 12:49:06
DYUU0951783,TDJI,GD,unload,2023,13,8A,17,8,3,8A,,,,999,F,45,255,2023-04-06 12:49:20
OPJI7956926,UXAF,VU,load,2023,15,7A,11,0,0,7A,,,,397,F,45,251,2023-04-06 12:49:43
WNAW8772551,RRPF,VU,load,2023,22,7C,21,0,0,7C,,,,330,F,45,253,2023-04-06 12:49:57
MZGM2119829,UXAF,TS,change,2023,15,7D,16,1,5,7D,,,,999,F,22,254,2023-04-06 12:50:36
QZCY6846633,UXAF,VU,load,2023,15,7D,15,0,0,7D,,,,343,F,22,254,2023-04-06 12:51:34
JYMM8579294,UXAF,VU,load,2023,15,7D,16,0,0,7D,,,,343,F,22,254,2023-04-06 12:52:15
AXXJ7048077,UXAF,GD,unload,2023,15,8D,15,2,1,8D,,,,999,F,22,258,2023-04-06 12:51:52
GBZF4458305,UXAF,VU,load,2023,15,8B,7,0,0,8B,,,,379,F,43,256,2023-04-06 12:53:16
UNVB4718666,RZSG,TS,change,2023,29,8A,13,9,4,8A,,,,999,F,45,255,2023-04-06 12:59:03
ROPO3282020,RRPF,VU,load,2023,22,7A,11,0,0,7A,,,,322,F,43,251,2023-04-06 12:54:16
QJRX8334822,YOSU,TS,change,2023,17,8C,22,7,2,8C,,,,999,F,22,257,2023-04-06 12:53:32
HBFH3689691,UXAF,VU,load,2023,15,7B,17,0,0,7B,,,,394,F,45,252,2023-04-06 12:53:41
CXSY3218870,UXAF,VU,load,2023,15,7D,15,0,0,7D,,,,303,F,22,254,2023-04-06 12:54:24
ZSEC3973107,UXAF,VU,load,2023,15,7D,16,0,0,7D,,,,303,F,22,254,2023-04-06 12:53:16
ARYD9489884,RRPF,VU,load,2023,22,8B,7,0,0,8B,,,,347,F,43,256,2023-04-06 12:54:05
XPWC1244938,UXAF,VU,load,2023,15,7C,21,0,0,7C,,,,345,F,45,253,2023-04-06 12:54:15
IYTK4517994,RRPF,VU,load,2023,22,7A,11,0,0,7A,,,,384,F,43,251,2023-04-06 12:57:11
ZEOR3276451,YOSU,GD,unload,2023,17,8C,22,7,1,8C,,,,999,F,22,257,2023-04-06 12:55:50
XWBO1633987,UXAF,VU,load,2023,15,8A,11,0,0,8A,,,,353,F,45,255,2023-04-06 12:56:53
GULL1132158,RRPF,VU,load,2023,22,7B,17,0,0,7B,,,,357,F,45,252,2023-04-06 12:57:22
DDQM0764288,RRPF,VU,load,2023,22,8B,7,0,0,8B,,,,330,F,45,256,2023-04-06 12:59:14
KBBJ3738366,UXAF,GD,unload,2023,15,8D,18,7,3,8D,,,,999,F,22,258,2023-04-06 13:01:39
FZZC2269770,SKBN,TS,change,2023,22,8A,13,9,3,8A,,,,999,F,45,255,2023-04-06 13:05:54
RYWH8098131,UXAF,VU,load,2023,15,7A,11,0,0,7A,,,,390,F,43,251,2023-04-06 13:00:30
DOLS0721961,RRPF,VU,load,2023,22,7C,23,0,0,7C,,,,322,F,43,253,2023-04-06 13:00:38
PVRN4813463,MSMT,TS,change,2023,14,8A,13,9,2,8A,,,,999,F,45,255,2023-04-06 13:01:10
BFJZ6821233,UXAF,TS,change,2023,15,8C,5,7,3,8C,,,,999,F,22,257,2023-04-06 13:02:05
TYIW8443156,UXAF,VU,load,2023,15,7B,17,0,0,7B,,,,397,F,45,252,2023-04-06 13:03:18
XNZU7015734,IYDE,TS,change,2023,12,8A,13,9,1,8A,,,,999,F,45,255,2023-04-06 13:04:08
ZXUP6983749,UXAF,VU,load,2023,15,7D,15,0,0,7D,,,,395,F,22,254,2023-04-06 13:08:08
SWVY2756792,UXAF,VU,load,2023,15,7D,16,0,0,7D,,,,387,F,22,254,2023-04-06 13:06:52
CKHT0566344,YOSU,GD,unload,2023,17,8C,5,7,2,8C,,,,999,F,22,257,2023-04-06 13:05:41
AKIY9953493,ESQU,TS,change,2023,21,8A,17,4,5,8A,,,,999,F,45,255,2023-04-06 13:06:19
SGNO2210028,UXAF,VU,load,2023,15,8B,7,0,0,8B,,,,394,F,45,256,2023-04-06 13:08:15
EBHC6934980,EEYN,TS,change,2023,22,7A,13,4,5,7A,,,,999,F,45,251,2023-04-06 13:09:00
LOEP0947009,ESQU,TS,change,2023,21,8A,17,4,4,8A,,,,999,F,45,255,2023-04-06 13:07:02
PUCI1144139,IYDE,TS,change,2023,12,8A,17,4,3,8A,,,,999,F,45,255,2023-04-06 13:10:11
CBOA2113240,KSMH,TS,change,2023,13,7A,13,4,4,7A,,,,999,F,45,251,2023-04-06 13:09:41
GTUU2756658,UXAF,VU,load,2023,15,7B,17,0,0,7B,,,,353,F,45,252,2023-04-06 13:11:13
YWAV6236421,UXAF,VU,load,2023,15,8D,6,0,0,8D,,,,395,F,22,258,2023-04-06 13:12:40
HQNB2787090,UXAF,VU,load,2023,15,8D,7,0,0,8D,,,,395,F,22,258,2023-04-06 13:11:56
KTSU2941663,IYDE,TS,change,2023,12,7A,13,4,3,7A,,,,999,F,45,251,2023-04-06 13:13:02
FGLS3418716,UXAF,VL,unload,2023,15,7D,29,7,2,7D,,,,311,F,22,254,2023-04-06 13:12:20
GVLN0051055,ESQU,TS,change,2023,21,8A,17,1,4,8A,,,,999,F,45,255,2023-04-06 13:10:15
MHQM1751719,UXAF,VU,load,2023,15,8B,7,0,0,8B,,,,390,F,45,256,2023-04-06 13:12:00
AEEU7436087,UXAF,VL,unload,2023,15,8C,27,7,2,8C,,,,304,F,22,257,2023-04-06 13:12:11
TIMZ5497569,ESQU,TS,change,2023,21,8A,17,1,3,8A,,,,999,F,45,255,2023-04-06 13:13:13
EOVM9627563,UXAF,VU,load,2023,15,7C,25,0,0,7C,,,,379,F,45,253,2023-04-06 13:12:21
GFLR4387880,UXAF,VU,load,2023,15,7B,17,0,0,7B,,,,360,F,45,252,2023-04-06 13:12:22
PNVU4383929,RRPF,VU,load,2023,22,8B,7,0,0,8B,,,,384,F,45,256,2023-04-06 13:14:01
JHPG2424625,KSMH,TS,change,2023,13,8A,17,1,2,8A,,,,999,F,45,255,2023-04-06 13:16:48
ENMI8689497,UXAF,VU,load,2023,15,8D,6,0,0,8D,,,,389,F,22,258,2023-04-06 13:16:11
NGAX2918384,UXAF,VU,load,2023,15,8D,7,0,0,8D,,,,389,F,22,258,2023-04-06 13:20:17
AOPY3046202,UXAF,VU,load,2023,15,7D,33,0,0,7D,,,,396,F,22,254,2023-04-06 13:15:18
DRLX5563810,RRPF,VU,load,2023,22,8B,7,0,0,8B,,,,330,F,45,256,2023-04-06 13:17:32
AQFG3603149,UXAF,VU,load,2023,15,7D,34,0,0,7D,,,,396,F,22,254,2023-04-06 13:14:48
PCOI3675172,UXAF,VU,load,2023,15,7C,27,0,0,7C,,,,312,F,45,253,2023-04-06 13:16:46
RYFM3600911,IYDE,TS,change,2023,12,8A,17,1,1,8A,,,,999,F,45,255,2023-04-06 13:16:01
RPNW6562885,UXAF,VU,load,2023,15,7B,17,0,0,7B,,,,351,F,45,252,2023-04-06 13:18:08
RVTF8954908,RRPF,VU,load,2023,22,8B,7,0,0,8B,,,,322,F,45,256,2023-04-06 13:18:36
RYUO4872943,RRPF,VU,load,2023,22,7C,27,0,0,7C,,,,323,F,45,253,2023-04-06 13:19:15
RWTL1285721,XQHP,GD,unload,2023,21,8C,17,6,1,8C,,,,999,F,22,257,2023-04-06 13:18:20
SRGY4225129,UXAF,VU,load,2023,15,7B,17,0,0,7B,,,,370,F,45,252,2023-04-06 13:21:13
BCGO1226976,UXAF,VU,load,2023,15,7D,33,0,0,7D,,,,303,F,22,254,2023-04-06 13:20:09
TNSG8028177,UXAF,VU,load,2023,15,7D,34,0,0,7D,,,,303,F,22,254,2023-04-06 13:20:37
VQDU9773032,RRPF,VU,load,2023,22,7A,11,0,0,7A,,,,357,F,45,251,2023-04-06 13:21:25
AYLQ4427440,UXAF,GD,unload,2023,15,8A,15,2,4,8A,,,,999,F,45,255,2023-04-06 13:21:27
YDQH0383596,RRPF,VU,load,2023,22,8B,7,0,0,8B,,,,357,F,45,256,2023-04-06 13:22:19
VHEE6059313,UXAF,VU,load,2023,15,8D,6,0,0,8D,,,,376,F,22,258,2023-04-06 13:21:43
OOTA8461954,XRIQ,TS,change,2023,19,8C,17,1,3,8C,,,,999,F,22,257,2023-04-06 13:21:22
STKZ7074159,UXAF,VU,load,2023,15,8D,7,0,0,8D,,,,376,F,22,258,2023-04-06 13:21:36
PHJQ3759757,UXAF,VU,load,2023,15,7C,29,0,0,7C,,,,337,F,45,253,2023-04-06 13:21:48
EEJN4130481,RRPF,VU,load,2023,22,7B,17,0,0,7B,,,,347,F,45,252,2023-04-06 13:22:05
GBQM5035371,UXAF,VU,load,2023,15,7A,11,0,0,7A,,,,310,F,45,251,2023-04-06 13:22:21
VRDO6427569,UXAF,VU,load,2023,15,8B,7,0,0,8B,,,,353,F,45,256,2023-04-06 13:21:17
HVYW3333335,ESQU,TS,change,2023,21,8A,17,3,5,8A,,,,999,F,45,255,2023-04-06 13:25:40
QTOR9731889,UXAF,VU,load,2023,15,7B,17,0,0,7B,,,,379,F,45,252,2023-04-06 13:23:25
MQMP1456240,RRPF,VU,load,2023,22,7C,29,0,0,7C,,,,384,F,45,253,2023-04-06 13:22:38
YAWD0364770,ESQU,TS,change,2023,21,8A,17,3,4,8A,,,,999,F,45,255,2023-04-06 13:25:18
RLHE6996073,TWYM,GD,unload,2023,15,8C,17,1,2,8C,,,,999,F,22,257,2023-04-06 13:23:39
DGWC5886571,RRPF,VU,load,2023,22,8B,7,0,0,8B,,,,322,F,45,256,2023-04-06 13:26:54
HHOM4581840,UXAF,VU,load,2023,15,7A,11,0,0,7A,,,,312,F,45,251,2023-04-06 13:28:12
OTHC8465021,YOSU,GD,unload,2023,17,7D,32,4,1,7D,,,,999,F,22,254,2023-04-06 13:27:31
BERD4142218,UXAF,VU,load,2023,15,7B,17,0,0,7B,,,,360,F,45,252,2023-04-06 13:27:25
DJCI7616518,KSMH,TS,change,2023,13,8A,17,3,3,8A,,,,999,F,45,255,2023-04-06 13:26:34
VQIY1248905,RRPF,VU,load,2023,22,7C,29,0,0,7C,,,,330,F,45,253,2023-04-06 13:27:39
ASKA8168638,UXAF,VU,load,2023,15,8D,5,0,0,8D,,,,327,F,22,258,2023-04-06 13:32:35
ASKA8168638,UXAF,TS,change,2023,15,8D,5,3,2,8D,,,,999,F,22,258,2023-04-06 13:34:22
KYOL2983242,IYDE,TS,change,2023,12,8A,17,3,2,8A,,,,999,F,45,255,2023-04-06 13:28:52
VEQL4404149,AIYA,GD,unload,2023,18,7D,32,9,3,7D,,,,999,F,22,254,2023-04-06 13:29:19
HNML9433098,RRPF,VU,load,2023,22,7C,29,0,0,7C,,,,328,F,45,253,2023-04-06 13:30:06
TXIL2109325,UXAF,VU,load,2023,15,7B,17,0,0,7B,,,,351,F,45,252,2023-04-06 13:28:54
USVB5271940,RRPF,VU,load,2023,22,7A,11,0,0,7A,,,,357,F,45,251,2023-04-06 13:28:01
TDWM5044051,UXAF,VU,load,2023,15,8D,5,0,0,8D,,,,327,F,22,258,2023-04-06 13:28:48
NXOL5291883,XRIQ,TS,change,2023,18,8C,24,4,2,8C,,,,999,F,22,257,2023-04-06 13:27:35
OBGK9740083,WYLB,TS,change,2023,14,7A,13,6,3,7A,,,,999,F,45,251,2023-04-06 13:31:16
CICG5158523,AMXM,GD,unload,2023,14,8B,9,3,1,8B,,,,999,F,45,256,2023-04-06 13:30:06
CSCJ3395196,RZSG,TS,change,2023,29,7D,24,9,4,7D,,,,999,F,22,254,2023-04-06 13:32:19
XANY3879387,RRPF,VU,load,2023,22,7B,13,0,0,7B,,,,323,F,45,252,2023-04-06 13:33:35
DGLP9567406,RRPF,VU,load,2023,22,7C,29,0,0,7C,,,,347,F,45,253,2023-04-06 13:31:04
SBXO8536796,IYDE,TS,change,2023,12,7A,13,6,2,7A,,,,999,F,45,251,2023-04-06 13:32:09
VREV2103703,YOSU,GD,unload,2023,17,8C,24,4,1,8C,,,,999,F,22,257,2023-04-06 13:33:40
MIXT3370779,UXAF,GD,unload,2023,15,8A,15,4,4,8A,,,,999,F,45,255,2023-04-06 13:37:15
STKU9040221,UXAF,GD,unload,2023,15,7D,24,9,3,7D,,,,999,F,22,254,2023-04-06 13:34:20
IJHL7333996,UGAO,TS,change,2023,20,8D,28,6,3,8D,,,,999,F,22,258,2023-04-06 13:35:09
RGCS4168660,RRPF,VU,load,2023,22,7A,15,0,0,7A,,,,322,F,45,251,2023-04-06 13:35:06
TFJQ3200211,UXAF,TS,change,2023,15,7B,23,2,5,7B,,,,999,F,43,252,2023-04-06 13:35:09
IJHL7333996,UGAO,TS,change,2023,20,8D,28,7,3,8D,,,,999,F,22,258,2023-04-06 13:38:16
BZZK6540463,UXAF,TS,change,2023,15,7D,12,3,3,7D,,,,999,F,22,254,2023-04-06 13:37:35
FADO6897382,UXAF,GD,unload,2023,15,7C,31,9,4,7C,,,,999,F,45,253,2023-04-06 13:36:02
GGHT6178235,NULK,GD,unload,2023,15,8D,28,6,2,8D,,,,999,F,22,258,2023-04-06 13:39:33
IAMM4893268,ODLQ,GD,unload,2023,29,8A,9,1,4,8A,,,,999,F,45,255,2023-04-06 13:37:51
VDRY9328360,TWYM,GD,unload,2023,15,8C,17,8,2,8C,,,,999,F,22,257,2023-04-06 13:38:00
QANA6757511,UXAF,TS,change,2023,15,7D,12,3,2,7D,,,,999,F,22,254,2023-04-06 13:37:16
ZBRD1270204,UXAF,GD,unload,2023,15,7B,23,2,4,7B,,,,999,F,45,252,2023-04-06 13:42:13
YNXI9906745,SSFG,TS,change,2023,23,8B,27,3,3,8B,,,,999,F,45,256,2023-04-06 13:39:23
RONN2887829,TPCT,GD,unload,2023,22,7A,7,4,4,7A,,,,999,F,45,251,2023-04-06 13:39:25
SZFF6705586,UXAF,GD,unload,2023,15,7D,12,3,1,7D,,,,999,F,22,254,2023-04-06 13:42:41
AOPW1241076,MPFG,GD,unload,2023,17,8D,8,3,2,8D,,,,999,F,22,258,2023-04-06 13:41:21
BTCO4788715,APTB,GD,unload,2023,18,8C,3,7,2,8C,,,,999,F,22,257,2023-04-06 13:43:43
FWOO9345967,TWYM,GD,unload,2023,15,8B,27,3,2,8B,,,,999,F,45,256,2023-04-06 13:44:14
YOFF4184609,TWYM,GD,unload,2023,15,7C,15,4,5,7C,,,,999,F,45,253,2023-04-06 13:48:13
NIOX3588369,UXAF,GD,unload,2023,15,7B,15,5,5,7B,,,,999,F,45,252,2023-04-06 13:49:17
JZDZ8237883,WXWA,TS,change,2023,15,7D,21,2,3,7D,,,,999,F,22,254,2023-04-06 13:45:47
WSEC5394724,RZSG,GD,unload,2023,29,8A,23,1,4,8A,,,,999,F,45,255,2023-04-06 13:46:23
DEZN3337342,UXAF,TS,change,2023,15,8D,15,5,3,8D,,,,999,F,22,258,2023-04-06 13:46:37
KLPF3314305,UXAF,GD,unload,2023,15,7A,17,2,4,7A,,,,999,F,45,251,2023-04-06 13:47:52
JBUG8646526,TWYM,TS,change,2023,15,8D,15,6,2,8D,,,,999,F,22,258,2023-04-06 13:48:53
OMLW5460964,TWYM,GD,unload,2023,15,7C,9,5,5,7C,,,,999,F,45,253,2023-04-06 13:46:29
PWJQ0719440,RRPF,VU,load,2023,22,8B,27,0,0,8B,,,,322,F,45,256,2023-04-06 13:48:13
MKEY4883754,RRPF,VU,load,2023,22,7B,13,0,0,7B,,,,384,F,45,252,2023-04-06 13:49:23
EPSC6629538,GNOR,GD,unload,2023,16,7D,21,2,2,7D,,,,999,F,22,254,2023-04-06 13:49:26
HXES1732997,RZSG,VU,load,2023,29,8C,30,0,0,8C,,,,310,F,22,257,2023-04-06 13:50:44
ICML9938167,UXAF,TS,change,2023,15,8D,15,5,4,8D,,,,999,F,22,258,2023-04-06 13:55:13
DWIB5609851,ODLQ,GD,unload,2023,29,8A,25,2,5,8A,,,,999,F,45,255,2023-04-06 13:49:57
CPES1296566,RRPF,VU,load,2023,22,7A,13,0,0,7A,,,,323,F,45,251,2023-04-06 13:50:53
